metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],functional_groups1,functional_groups2
12,2,18,1,11.5198812,5.26537,5,6
3,4,4,5,93.62692262,9.128311,8,7
2,22,25,5,15.6628668,5.81803,-1,-1
3,10,18,5,41.80513169,7.050778,-1,-1
9,10,28,8,34.64368635,6.5620460000000005,-1,-1
3,10,23,5,36.74820837,6.903366,16,12
9,4,12,8,20.11765969,5.8868480000000005,-1,-1
3,10,15,5,41.10749129,8.232805,-1,-1
9,17,22,8,35.240230100000005,6.709481,5,8
1,9,15,5,23.35914928,5.683874,-1,-1
3,2,16,5,12.65400187,5.60356,14,-1
4,3,7,0,24.52408087,7.211617999999999,3,-1
2,10,26,5,18.70499096,5.767377,0,-1
9,17,23,8,12.34605359,5.071004,-1,-1
3,1,18,5,32.92155381,7.365941999999999,6,18
2,18,23,5,8.947137692,4.80544,-1,-1
3,24,26,5,10.68249154,5.235863,-1,-1
3,9,9,4,19.35945195,6.231281,-1,-1
3,2,25,5,9.096776345,5.362549,19,-1
4,12,15,0,18.75322418,9.38317,13,1
2,14,20,5,23.09588438,6.364946,9,2
4,1,14,0,71.10095135,7.263717,5,15
4,1,9,0,86.490165,7.690898,-1,-1
3,14,27,5,10.85504328,5.372849,7,0
2,16,19,5,20.77058462,6.010279,15,4
2,4,13,5,19.17086527,5.363601,-1,6
2,4,12,5,15.72325421,5.236675,-1,-1
2,4,10,5,40.82528489,7.204699000000001,-1,-1
4,11,15,0,69.38344342,7.355203999999999,-1,9
10,56,56,2,14.12656475,5.8034930000000005,-1,-1
4,14,22,0,44.46359484,7.881083999999999,-1,16
9,13,25,8,15.54828076,10.517676,19,1
4,7,7,0,36.79978469,6.85762,14,0
2,16,23,5,19.77442275,5.512866000000001,-1,5
9,11,13,8,45.95117934,7.322832000000002,10,2
12,9,12,1,20.82960975,5.679384,5,15
10,43,54,2,17.7529553,6.259151,6,2
3,14,26,5,20.48678147,5.773726,3,9
4,5,24,0,30.82256327,7.579503999999998,10,17
2,13,27,5,13.78811043,5.0163150000000005,-1,-1
12,4,11,1,15.47077013,5.186828,6,15
2,10,25,5,21.42388644,5.8867650000000005,-1,16
3,10,24,5,16.71680542,7.387523,-1,-1
3,4,11,5,34.52360594,6.508758,9,15
4,4,5,0,46.8686824,7.087443,17,10
2,24,25,5,29.65995034,8.171177,9,15
2,16,28,5,19.62013601,5.638662999999999,19,3
3,18,18,5,9.145921934,5.12471,-1,-1
2,9,19,5,38.33684018,7.990672999999998,-1,-1
3,1,3,5,15.2584265,5.587823,10,0
9,2,17,8,55.30330738,8.261766999999999,0,8
3,4,10,5,29.04218488,6.203376,4,15
2,14,16,5,70.02247356,7.338298,7,13
2,4,10,5,30.98706977,6.103112,-1,-1
3,10,27,5,18.60114988,5.708494,-1,-1
4,4,5,0,63.23685466,8.535609,15,5
3,12,18,5,14.32158082,5.28532,-1,-1
2,13,13,5,12.025693,5.343994,-1,-1
2,13,13,5,26.27340795,6.270192,8,9
3,18,18,5,17.37076944,5.028302,9,0
9,18,27,8,26.14088053,6.538443,5,2
2,16,25,5,20.66057834,6.172118,10,12
9,16,19,8,57.73112584,7.902037,-1,-1
2,16,22,5,35.69670694,7.134663000000001,18,9
2,15,22,4,12.80179051,5.284123,7,8
4,4,4,0,69.55563724,9.205128,-1,-1
3,11,28,5,10.00759006,4.628399,16,8
2,18,22,5,17.35060817,5.918788,5,3
3,6,10,5,14.37964832,5.665593,5,3
3,4,18,5,20.976511,5.960334,13,5
2,1,6,5,10.90656381,5.530532,8,5
12,22,22,1,30.03363119,7.201503,13,3
3,16,17,5,15.27987106,5.351931,13,5
3,4,19,5,58.61357220000001,6.547949,7,0
3,5,12,5,20.52099975,5.57929,-1,-1
9,13,25,8,46.49361526,6.172655000000001,17,4
9,3,18,8,30.38886619,6.39706,12,7
2,13,14,5,41.25326589,7.374064999999999,18,19
2,1,29,5,20.44591858,4.898702,15,4
2,1,28,5,13.34255416,6.1023760000000005,6,0
2,13,25,5,31.46532518,6.996267,19,5
2,16,19,5,11.02288858,5.0378680000000005,-1,-1
3,24,28,5,19.94855866,5.978483,10,14
9,17,23,8,79.23802498,6.382206,12,18
3,16,22,5,18.93367425,5.943672,0,16
2,4,23,5,12.1081102,5.565358,9,-1
2,6,9,5,15.03859396,5.172917,-1,-1
4,17,17,0,44.39988929,5.58534,-1,-1
3,14,25,5,13.44327911,5.391403,-1,-1
9,16,20,8,30.46572658,6.292091,18,5
9,1,17,8,30.37066326,5.696978,19,17
3,16,27,5,11.42251843,5.114023,14,-1
9,2,13,8,14.86154934,5.875352,15,3
3,17,25,5,22.88230541,5.355096,12,3
9,16,16,8,83.8245606,8.304893,-1,-1
2,1,27,5,13.11491325,5.907691000000001,-1,-1
4,28,28,0,10.11692237,4.7056,-1,-1
3,12,19,5,26.93204993,6.607375,14,19
3,4,11,5,21.84274214,6.301538,10,1
4,3,7,0,10.92741039,5.709566000000001,-1,-1
12,1,11,1,21.31474618,5.718242,17,3
2,4,22,5,16.89752196,5.6405970000000005,-1,-1
3,6,10,5,7.722723254,4.78303,-1,-1
2,4,27,5,11.56602744,5.953375,7,5
1,9,24,5,21.71363767,6.185894,15,0
3,4,4,5,24.46772626,5.826245,-1,-1
9,4,11,8,23.77656149,5.946279,-1,-1
3,14,22,5,119.1939755,9.264966,10,5
3,10,23,5,13.28401721,5.053166,-1,15
2,4,19,5,28.74879606,5.534006,12,5
2,2,15,5,11.16635436,5.407115,-1,-1
12,1,10,1,15.2415371,5.545349,-1,-1
3,4,22,5,79.62071639,9.541059,10,5
9,6,18,8,30.79103708,6.349641,-1,-1
3,4,13,5,13.97611033,5.614764,13,9
2,17,24,5,9.874538687,5.526876000000001,-1,7
1,10,10,5,39.45691617,6.480365,2,0
3,22,28,5,17.71781251,4.970328,4,-1
4,11,14,0,55.49518927,7.198447,5,10
2,4,29,5,7.282439648999999,4.446772,15,1
3,10,29,5,76.28660719,7.887272999999999,7,5
2,4,4,5,13.47395313,5.775052,-1,-1
3,24,25,5,53.04908132,7.621071,2,8
3,5,27,5,12.31135125,4.710915,-1,0
2,4,6,5,20.7434311,5.565081,3,10
4,7,7,0,19.96422958,5.725473,-1,-1
3,1,9,5,17.16192468,6.321801,15,12
2,17,17,5,17.88740606,5.504599,10,17
2,18,23,5,10.73814179,5.464755,-1,-1
2,9,13,5,47.24682939,6.055849,0,3
2,8,10,5,7.135081149,5.320691,-1,-1
4,17,25,0,29.94789453,5.79811,-1,4
3,24,24,5,22.79130321,6.868448,-1,-1
2,1,9,5,25.91945578,7.042062,-1,-1
10,44,47,2,27.37075173,6.6123270000000005,12,4
12,17,26,1,8.644794914,4.699252,-1,-1
2,4,17,5,14.50839107,5.5785540000000005,15,6
3,14,17,5,25.84148004,5.947051,10,19
2,12,15,5,80.10087977,7.372221,13,12
3,12,14,5,61.05328839,8.037319999999998,19,13
3,16,17,5,12.19099023,4.766908,-1,-1
10,46,56,2,68.14449484,8.193581,5,2
2,14,18,5,24.43139937,5.778214,-1,0
3,14,21,5,11.29220713,4.843,-1,-1
3,11,17,5,15.66619938,5.442135,-1,2
9,4,16,8,83.02984575,9.511157,13,2
10,47,56,2,25.21765822,6.636599,0,7
4,3,3,0,13.41985201,4.979348,4,1
2,4,5,5,19.39808462,7.628485999999999,1,4
2,12,15,5,46.28813215,7.646609,10,14
9,7,23,8,15.71118998,5.777508,4,0
3,17,28,5,13.11198554,4.904454,7,0
9,2,23,8,38.8702488,6.011844,9,8
3,1,1,5,36.41117696,6.7907470000000005,-1,-1
3,14,16,5,39.13400524,6.585953,16,8
3,17,19,5,9.571257026,4.978318,0,1
2,32,58,7,8.038981845,5.363249,-1,-1
2,1,18,5,30.95533739,6.905235,0,3
3,10,13,5,14.29801588,5.302396,-1,-1
3,18,22,5,8.822726435,5.020417,-1,8
4,3,7,0,10.53882529,4.989363,15,-1
10,49,55,2,36.60699174,5.692763,2,10
2,10,27,5,18.00518006,5.272976,4,10
2,13,16,5,11.20561458,4.852976,14,16
3,5,28,4,14.06770072,5.866105,-1,-1
2,22,29,5,32.87098387,6.151029,3,10
4,1,15,0,41.50622132,6.667875,6,17
2,5,27,5,26.57193556,6.268604,12,7
4,2,17,0,16.09570989,6.128533,8,5
2,1,16,5,15.84932617,5.28221,-1,0
3,13,16,5,14.21472073,5.435091000000001,9,18
12,4,11,1,14.27856222,5.293389,-1,-1
3,13,16,5,11.09225583,5.096773000000001,-1,7
2,16,17,5,18.07223702,5.2349,16,2
3,18,24,5,8.125379383,4.912036,-1,-1
10,46,53,2,28.53695329,6.208075,15,6
2,10,23,5,24.06994427,6.099361,12,17
10,51,53,2,21.07994833,5.881469999999999,-1,-1
9,5,13,8,122.5935989,8.809431,14,5
3,4,8,5,11.27749966,4.684026,5,-1
3,1,23,5,17.31164456,5.958298,14,7
10,48,54,2,28.76592799,5.847052,19,12
2,17,25,5,13.77975471,4.986594,3,5
3,2,22,5,20.12172288,5.982103,19,8
12,4,9,1,22.23035065,5.7123800000000005,-1,-1
9,6,18,8,26.37508988,5.717012,1,8
9,1,18,8,56.17722535,7.079708,-1,-1
3,10,25,5,24.98256721,6.611377,8,5
3,1,17,5,14.93453582,5.119138,-1,-1
2,5,22,5,28.2731847,6.691198,-1,-1
4,3,27,0,11.08441738,4.932532,-1,-1
10,49,54,2,28.0159867,5.909835,12,13
2,4,8,5,15.97357746,4.972233,9,10
2,18,27,5,8.332817377000001,4.808783999999999,-1,-1
3,10,22,5,43.77925449,7.3145419999999985,15,4
3,4,5,5,14.2308068,5.154787000000001,-1,-1
10,48,54,2,21.80033627,5.767205000000001,-1,-1
3,11,11,5,20.74837661,5.931981,1,18
9,11,2,8,15.42929696,5.178323000000001,-1,-1
12,1,24,1,23.22821831,5.505204,4,7
3,13,18,5,13.49212337,5.194255,-1,-1
9,4,4,8,32.27706916,6.51543,17,10
2,1,5,5,17.15941052,5.188468,-1,-1
3,11,13,5,15.09296437,5.150593,4,15
3,17,25,5,16.85861479,5.018553,14,10
3,14,17,5,47.0591102,6.964045,7,2
3,40,40,3,26.0565992,5.607942,15,13
2,13,24,5,14.26360472,5.0563910000000005,13,12
3,14,16,5,29.72669823,7.063289,8,15
2,14,25,5,13.00232592,5.735281,-1,13
3,23,25,5,10.68394004,5.281167,19,16
3,4,10,5,23.85502257,7.0977630000000005,17,5
12,1,11,1,14.74494819,5.409008999999999,-1,-1
2,13,24,5,10.65474682,5.203496,5,8
3,1,26,5,9.717410946,4.968811,7,16
2,11,14,5,25.04667595,5.699266000000001,0,4
3,4,23,5,23.72194153,6.3581330000000005,-1,-1
2,5,15,4,16.33092724,5.302203,14,12
3,10,18,5,58.83090372,7.785777999999999,-1,-1
2,4,16,5,28.9192048,6.244125,16,10
1,5,27,5,18.40811307,5.26442,-1,-1
1,16,26,5,5.435845303,4.857544,-1,-1
9,7,13,8,16.33229158,5.596856,3,4
1,2,19,5,15.02329522,5.529266000000001,3,0
4,17,25,0,17.68735121,6.058773,5,13
2,9,19,5,74.90998763,7.885195999999999,15,17
4,13,21,0,14.40249702,5.052929,-1,12
3,4,10,5,64.62863369,8.774242999999998,5,0
2,9,24,5,40.62366995,7.4819429999999985,-1,-1
3,10,29,5,33.23571445,7.134356,-1,-1
1,14,17,5,11.18084042,4.979902,7,1
3,5,24,5,17.22329094,7.874896,14,6
9,28,29,8,20.7840591,6.0003470000000005,19,17
1,15,22,5,16.36840188,5.247838,-1,-1
12,9,12,1,28.04321851,6.432956,-1,12
9,2,19,8,118.9948534,9.814621,12,2
3,4,12,5,47.28533224,7.457300999999998,5,0
9,18,22,8,111.0062367,8.404403999999998,2,4
9,13,13,8,26.83790568,6.641539,-1,-1
12,1,10,1,14.13397634,5.244974,-1,-1
3,5,13,5,16.761083499999998,5.257147,-1,-1
2,14,26,5,11.30590108,5.158996,-1,-1
12,9,24,1,36.63823608,7.695505,-1,1
2,14,22,5,18.55795345,6.60162,-1,-1
2,9,17,5,19.65787236,5.245706,17,13
3,14,16,5,39.17993806,6.963966,-1,-1
3,4,22,5,14.98398986,5.829863,-1,-1
9,18,27,8,30.68553785,5.727915,-1,-1
4,2,25,0,15.63452625,5.281088,8,-1
9,11,16,8,129.6613256,7.893692999999999,17,14
3,1,4,5,41.74696737,7.232500999999998,4,7
3,38,38,3,31.16896227,6.941367,15,3
10,42,56,2,22.55398592,6.859167,0,14
9,27,28,8,20.59425361,4.754898000000001,-1,-1
3,11,16,5,38.62660622,7.022459,-1,-1
2,3,5,5,13.861577,5.121491000000001,10,3
3,11,14,5,19.30484933,5.84175,-1,-1
3,22,29,5,16.96930205,5.702776,0,1
12,9,12,1,39.45683904,6.715183000000001,5,-1
4,11,14,0,53.58902951,6.996949000000001,15,1
2,6,14,5,9.114296633,4.920458,4,8
2,14,17,5,16.70641135,6.007627,-1,-1
2,9,21,5,69.79408568,7.428822999999999,4,9
9,16,27,8,37.91287509,5.892732,6,17
9,1,2,8,25.40294577,6.136936,15,7
3,4,22,5,20.20999441,6.00645,15,4
2,4,29,5,11.72637146,4.744706,8,18
3,4,28,5,21.46329143,6.104658000000001,3,18
2,4,8,5,13.3094922,5.760651,6,15
1,15,17,5,19.86448658,5.728475,-1,-1
3,12,14,5,16.27481039,5.564252,12,4
2,21,25,5,8.502657819999998,4.913231,3,12
3,4,22,4,21.19263197,5.701559,19,4
3,8,9,5,22.94481419,6.734639,3,1
2,18,21,5,7.707333457,4.915736,5,3
2,16,29,5,12.41107441,5.228326999999999,14,4
4,1,4,0,81.39125402,8.133511999999998,4,0
2,1,17,5,46.49195705,7.752783,5,2
2,10,23,5,14.80027827,5.406903,-1,-1
2,13,16,5,10.85330654,4.879674,-1,-1
2,5,29,5,44.62786181,7.114274000000001,5,10
2,8,13,5,9.728583944,5.634185,1,19
3,1,23,5,18.99531261,5.747278,1,6
2,9,13,5,18.75434097,5.697474,8,6
4,3,3,0,6.145339905,5.485601,-1,15
3,12,14,5,18.50941321,5.48115,9,13
3,25,27,5,9.986022859,6.322780000000001,-1,3
4,27,27,0,22.22531958,5.521747,2,4
3,18,28,5,12.42381955,5.899848,10,9
1,10,12,5,17.6664764,5.716512000000001,14,5
2,11,25,5,23.1267209,6.941459,3,10
1,4,25,5,12.57304821,5.586003,3,4
3,10,14,5,75.17291837,8.950146,9,6
2,1,24,5,26.75637695,5.798344,16,5
12,9,13,1,28.10608322,5.731607,18,17
2,41,41,3,30.98004049,6.480382,-1,-1
2,10,29,5,66.91624084,7.0486070000000005,-1,-1
3,4,12,5,26.86301533,6.209096,10,5
3,4,10,5,27.21100564,7.021742,13,12
2,12,12,5,62.76314716,9.650759,-1,-1
9,4,11,8,42.02665293,7.814028999999999,3,0
9,12,2,8,25.13005451,7.519124,-1,5
3,1,14,5,45.14620499,6.893336,15,0
2,4,6,5,10.21599022,5.441453,9,4
3,12,23,5,58.23811145,7.747430999999998,16,2
2,12,16,5,26.95100901,5.333514,-1,-1
2,3,15,5,13.15633638,5.399374,6,1
3,1,7,5,10.252359,4.548688,-1,8
3,11,29,5,11.77463276,4.922058,9,13
2,2,23,5,8.887870794999998,5.735545,14,2
3,4,22,5,59.24067417,7.966303999999998,13,0
2,8,10,5,33.20004209,5.765484,2,-1
4,4,22,0,51.72184774,7.683994999999999,-1,-1
12,10,24,1,74.39267148,8.857609,7,1
3,4,11,5,17.37180412,5.97471,-1,-1
2,11,26,5,9.817382408,5.0728480000000005,4,6
2,5,29,5,30.37527668,5.885531,-1,-1
2,17,22,5,14.24581445,5.21105,0,3
2,4,12,5,14.066881099999998,5.68637,16,1
3,2,12,5,13.47210848,5.387714,19,14
12,11,12,1,14.27477215,4.881089,5,7
4,11,14,0,30.61165159,6.181122,-1,-1
2,6,22,5,16.02809184,5.983773,13,2
2,4,4,5,37.16366859,6.448812,5,10
10,43,43,2,28.04703747,7.211696,4,15
3,1,25,5,14.69328123,5.473022,9,8
3,40,40,3,48.12807749,7.147517999999999,-1,-1
9,16,17,8,55.17670259,7.600283,4,5
3,18,26,5,9.546881717,4.565526,6,0
3,38,38,3,27.13717433,5.990459,-1,-1
10,47,53,2,15.992289499999998,5.774384,18,4
1,12,18,5,9.360118766,4.97609,2,19
2,4,13,5,16.33439504,5.145352,5,0
12,8,17,1,14.27896746,5.14849,1,3
10,53,55,2,15.40621676,6.364772,7,6
12,17,26,1,9.543357309,4.874038,0,8
2,4,14,5,26.88028245,6.903171,-1,-1
2,9,21,5,25.54597358,6.404486,-1,-1
2,1,27,5,19.06338493,5.681802,-1,-1
3,40,41,3,38.63498842,6.766879,18,13
2,4,18,5,13.16171809,5.378255,-1,-1
2,18,21,5,13.11086575,5.418527,1,13
2,5,29,5,25.55770708,6.241806,-1,-1
3,22,29,5,8.568486965,4.598736,6,8
2,13,28,5,17.88120345,5.652417,17,2
9,16,24,8,113.8663402,8.467046,8,12
4,3,3,0,9.37443003,5.285888,15,8
2,4,26,5,14.63410163,5.564802,16,3
3,1,16,5,35.25815842,6.114217,0,13
3,13,18,5,13.07021844,4.957238,-1,-1
2,14,19,5,20.43262394,6.080358,5,17
3,10,15,5,112.14069270000002,9.840814,-1,-1
9,11,17,8,18.79695612,6.11895,8,0
2,22,28,5,12.84929879,4.901361,-1,5
1,9,15,5,18.28710841,5.606287,-1,17
2,24,28,5,41.73712865,5.911757,6,17
2,17,26,5,17.59521066,5.446909,2,3
3,11,14,5,18.51046878,5.663206,2,-1
3,2,20,5,4.083236713,3.707223,-1,-1
2,11,20,5,4.525379028,3.426335,-1,-1
2,2,23,4,3.954195107,2.930166,4,16
9,11,20,8,5.964176531000001,4.007102,0,-1
3,7,19,5,4.3253104030000005,2.85185,-1,-1
2,2,22,4,3.861893988,3.781971,0,1
2,26,27,5,3.837601011,2.844109,10,15
1,21,26,5,2.97293559,2.542401,-1,-1
1,12,12,5,3.872087482,2.937014,-1,-1
1,13,13,5,4.077392473,3.3023620000000005,-1,-1
2,1,24,4,6.349932811,3.942068,7,-1
2,9,27,4,6.517541863,4.047611,12,10
1,1,11,5,5.213905176,3.563246,7,16
3,2,19,4,3.206362832,2.791925,-1,-1
9,6,7,8,6.2480231470000005,4.198487999999999,17,7
3,1,11,4,3.898132107,3.050272,3,5
2,6,14,4,3.578763696,2.659303,17,0
9,7,20,8,8.234338925999998,4.717066,2,18
2,3,21,5,4.280990506,3.511833,13,5
3,20,24,5,5.138315904,3.34735,10,6
3,4,5,4,4.49482654,3.529739,-1,-1
2,21,22,5,4.760854312,3.364678,-1,-1
1,19,23,5,5.661157241000001,3.4779720000000003,-1,-1
3,7,25,5,4.427194259,3.173765,0,-1
2,4,14,4,5.903800489,3.671969,18,16
3,2,22,5,6.57226057,4.236594,15,5
10,42,56,2,12.69196906,4.995051,7,15
3,5,25,4,4.717065569,3.188263,-1,-1
3,4,6,4,4.750278796,4.343849,-1,1
10,49,50,2,13.12830682,5.437048,15,-1
3,1,24,4,4.400699754,3.959529,7,17
2,6,26,5,4.836205931,3.327703,12,16
2,27,27,5,4.634944785,3.120693,1,13
2,8,21,5,4.032816028,3.1106580000000004,-1,-1
2,4,23,4,3.384521986,2.946948,-1,-1
2,7,11,4,3.408143469,2.612821,1,6
2,4,9,4,6.724824333,3.814699,12,17
1,11,17,5,3.810898267,3.121131,-1,-1
3,21,29,5,5.159132187,3.545906,18,8
3,4,9,4,5.884739506,3.838458,-1,-1
2,1,14,4,6.164172752000001,3.922652,4,13
1,11,11,5,4.711934354,3.179956,-1,-1
2,5,14,4,4.80838678,4.061513,7,4
3,2,25,4,3.238666638,2.672467,18,7
1,6,27,5,3.107096696,2.621772,4,0
3,22,22,4,4.427668584,3.852531,1,12
3,2,24,4,6.5337977920000005,3.454131,7,0
3,4,4,4,4.375787322,3.503276,15,-1
1,21,21,5,3.840997981,2.868929,4,7
3,2,26,5,5.247963683,3.240407,18,15
3,7,12,5,5.033660313,3.595788,16,13
2,19,26,5,4.072694438,3.185437,-1,-1
3,20,25,4,2.496382835,1.964945,16,6
2,27,28,4,2.9211568160000003,2.727357,18,0
3,3,22,5,7.868109398999999,3.86759,19,17
3,7,15,4,3.81427266,3.2872480000000004,18,4
2,1,24,4,5.214970374,3.925889,15,6
1,4,24,5,6.6535036970000005,4.128982,17,18
3,14,20,4,4.922716357,3.822105,-1,-1
1,22,27,5,6.299605313,3.554193,-1,-1
2,1,4,4,4.035957241,3.153986,14,5
3,21,24,5,5.94556483,4.174643,17,4
1,11,22,5,5.299802519,3.235539,5,19
9,12,21,8,5.156930742,3.714605,-1,-1
2,20,22,4,4.713190021,2.961862,12,19
1,1,11,5,3.825078741,3.5184910000000005,-1,-1
9,13,24,8,13.62927052,9.334966,17,6
3,20,23,5,3.969967982,2.822195,-1,-1
9,12,24,8,26.68898012,6.543767,-1,-1
2,9,27,4,7.861094104,4.210911,12,0
2,27,27,5,6.626919036,3.943193,10,0
1,7,9,5,6.058644686,3.6417,5,0
3,17,24,4,4.216137831,3.066043,-1,-1
2,5,7,4,3.701319678,3.021824,-1,-1
1,2,6,5,3.910175633,3.226157,-1,-1
3,17,19,4,3.313201767,2.833418,-1,-1
1,11,22,5,6.079289579,4.220851000000001,2,17
10,45,50,2,12.2566662,5.338205,5,1
2,1,6,4,5.167839601,3.565642,-1,-1
2,2,20,5,4.190257045,3.067122,-1,13
3,17,20,4,4.893656339,2.981609,13,15
1,3,4,5,3.929340179,3.128805,-1,-1
3,1,4,4,3.89217842,3.217881,16,8
3,4,17,4,6.4019056260000005,3.571733,7,2
9,20,27,8,6.107525861,3.736356,8,1
3,7,24,4,5.047235314,3.121115,0,8
3,3,3,5,4.542067295,3.863992,13,0
1,6,22,5,5.259970149,3.886882,0,5
3,8,20,5,3.403976907,2.680523,-1,-1
3,7,17,4,3.961928103,2.6839150000000003,7,13
3,11,20,5,7.788457665,4.629724,18,3
3,3,4,4,3.1614231010000005,3.5905910000000003,13,5
2,5,22,4,5.797676859,4.184439,-1,-1
1,12,13,5,4.295445845,3.137319,-1,-1
3,24,27,5,7.308587017,3.917181,13,16
3,6,28,5,3.706547941,3.195317,5,12
3,20,22,5,5.170204748,2.996996,-1,-1
2,7,19,5,4.386478258,3.149086,-1,-1
1,20,28,5,4.074174412,3.504872,-1,-1
2,4,6,4,4.7832708,3.489288,9,16
3,8,19,5,4.848826151,3.694731,-1,-1
2,11,25,5,4.986431431000001,3.651502,-1,-1
3,34,35,6,4.989417276,3.384296,5,16
3,3,19,4,3.182369004,2.790101,-1,-1
2,6,19,5,5.391745047000001,3.136119,-1,-1
10,44,48,2,9.734665232,5.087843,-1,15
2,21,25,5,4.014709114,2.7903,-1,-1
2,4,20,4,3.722671569,3.012306,9,1
3,11,27,4,5.977249665,3.463284,19,6
12,20,25,1,4.138696318,3.276128,-1,16
3,4,24,4,6.387895542000001,4.22424,13,12
2,24,25,4,4.596267616,3.3260400000000003,6,13
2,3,13,5,4.427264102,3.577809,15,16
1,12,26,5,4.767262887,3.219369,16,8
2,7,27,4,3.18278179,2.5834200000000003,0,10
1,19,28,5,4.115870574,3.434918,-1,-1
3,6,7,4,3.338378337,2.474303,13,9
2,27,28,5,3.244355952,2.774709,-1,-1
3,20,25,4,3.094390004,2.161841,7,4
2,28,28,5,4.081342917,3.792228,13,17
3,6,24,5,5.145431235,3.451128,-1,-1
3,20,22,4,3.073353662,2.541904,5,4
1,13,26,5,4.090248357,3.149076,4,-1
1,7,24,5,6.518190653,3.973324,5,12
1,14,29,5,6.59224368,3.582069,12,15
3,14,23,4,5.002793381,4.259824,5,17
2,6,19,5,4.158159676,2.740053,-1,-1
3,8,21,5,4.249520757,3.457728,10,0
3,2,11,4,3.131549345,2.983632,-1,-1
1,8,10,5,4.289254284,3.2766040000000003,8,13
2,2,11,4,3.380207689,2.743423,-1,-1
1,5,27,5,5.764969487999999,3.698851,-1,-1
1,11,15,5,6.075226393,3.675816,2,1
2,4,4,4,5.315260746,3.585163,6,15
10,42,51,2,2.814255381,7.956653999999999,6,3
1,22,22,5,5.432779865,3.687233,-1,-1
2,7,22,5,4.076485422,3.100471,-1,-1
2,6,19,4,3.159566689,2.4348650000000003,-1,-1
3,20,24,5,3.803150741,2.934358,-1,-1
3,8,28,5,5.287152537,4.3267370000000005,17,10
3,8,11,5,6.304903501,3.34966,5,15
10,45,45,2,20.3967628,4.880267,-1,-1
2,20,24,5,5.275579179,4.156935,3,17
2,4,11,4,4.888992774,3.69493,-1,-1
1,1,7,5,4.260114099,3.710018,-1,-1
3,4,4,4,5.4267167,3.990039,5,-1
3,11,28,4,4.921703038,3.617022,6,10
3,11,19,4,2.908588937,3.218201,-1,-1
3,20,23,4,3.096584169,2.455845,-1,-1
3,6,23,5,3.863153612,2.903119,-1,15
4,20,25,0,7.067967047000001,3.767795,-1,-1
3,21,26,5,3.979445269,2.839848,-1,-1
2,6,24,5,5.207583105,3.594549,-1,-1
1,7,9,5,4.97473326,4.574330000000001,13,5
1,13,18,5,5.368467644,3.3354699999999995,0,5
2,19,23,5,4.841466853,3.296471,-1,-1
3,4,6,4,3.3652729960000003,3.4645550000000003,-1,-1
3,15,20,4,5.660600784,4.133597,-1,-1
3,4,15,4,6.7452842010000005,3.805315,15,2
1,26,26,5,3.807763201,3.2803160000000005,15,0
3,18,28,5,5.17449514,3.768397,17,15
2,22,27,4,3.796163861,2.75893,-1,-1
2,20,22,4,3.285332675,2.336531,-1,-1
3,27,27,5,3.5554854860000003,3.03663,8,15
2,23,27,5,6.322298158,4.082456,8,17
2,28,29,5,3.867208895,2.762956,5,15
3,12,20,5,3.990916046,3.073369,-1,-1
3,6,20,5,3.969313723,3.00023,4,16
1,10,13,5,5.624357963,3.661325,0,12
2,19,28,4,3.159682162,3.0379110000000003,-1,-1
3,2,11,4,4.059370491,3.0678490000000003,12,16
2,11,17,4,4.384971586,3.612079,0,15
3,14,27,4,6.174657659,3.511696,5,1
1,1,4,5,4.536716652,3.587501,-1,-1
3,2,23,4,4.754831911,3.3889370000000003,0,-1
3,3,27,5,4.861050641,2.984138,15,8
1,7,19,5,4.115905233,2.698888,-1,-1
3,8,8,5,5.536611467,3.784115,13,12
3,22,23,4,9.998317607,4.364153,1,9
2,11,24,4,4.819394298,3.631486,6,10
1,9,17,5,7.634024658999999,4.492541,4,18
3,7,28,5,5.153383858,3.285035,7,0
10,45,46,2,21.19239273,7.402133999999998,1,0
2,6,7,5,3.784807643,2.850184,-1,-1
1,13,26,5,4.705994388,3.622794,17,4
1,11,22,5,4.478771476,3.347726,15,7
3,11,27,4,3.507697542,3.315896,6,8
3,23,29,5,6.157170681,4.0616010000000005,4,18
3,23,27,5,4.611026143999999,3.740886,16,4
3,3,4,5,4.507073222,3.39811,-1,15
2,20,22,5,4.209430247,3.4225510000000003,5,6
1,10,26,5,5.088040354,3.275109,12,15
2,4,11,4,5.121970588,3.682002,17,0
3,1,19,4,4.347801036,3.57525,-1,-1
2,14,27,4,3.795852887,3.407697,15,5
2,2,22,4,3.99389925,2.950979,12,5
2,6,24,5,3.550464499,3.639471,-1,-1
3,1,22,4,3.822660438,3.294423,16,0
9,1,19,8,5.456949647999999,3.733547,-1,-1
1,10,26,5,4.928446114,3.591264,8,5
10,44,50,2,8.599380706,5.312357,5,15
3,6,6,5,5.754305975,3.569018,-1,-1
3,11,24,4,4.105846184,3.165628,-1,5
3,6,14,5,5.836624313,3.5838400000000004,-1,17
9,13,25,8,8.593860861999998,4.319507,-1,-1
1,8,18,5,6.635554019,3.861141,13,1
1,22,28,5,6.312292727000001,3.771662,4,17
2,1,25,4,4.026239835,3.071025,1,10
3,20,23,5,3.964416715,3.059852,12,10
2,2,8,5,6.868199195,4.091965,1,7
3,3,9,4,6.942097181,3.960829,15,3
